address,size,name,status,module,notes
0x80013898,0x5C,File_InitTransferState,matching_c,game,"Clears resident file-transfer control state, waits for the low-level disc subsystem to become ready, and enables file operations; exact linked bytes and relocations."
0x800138F4,0x4C,File_GetPosition,matching_c,game,Disc file search and location wrapper using a 24-byte descriptor
0x80013940,0x58,func_80013940,matching_c,game,Pure-C inline refinement matched the full executable.
0x80013998,0xFC,File_InitTransferDescriptor,matching_c,game,5 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80013A94,0x70,func_80013A94,matching_c,game,Primary transfer descriptor allocation and busy-flag setup
0x80013B04,0x64,func_80013B04,matching_c,game,"Arms a file transfer: returns NULL while D_8009B0F4 still has any of the 0x02000030 busy bits or D_8009B134 is non-zero, otherwise seeds D_800E9E60 with the sector from gFile_anLba[index] plus offset, clears its 0x46 flag, sets D_8009B0F4 to 0x100010 and returns the record."
0x80013B68,0xC0,File_RequestSecondaryRangeTransfer,matching_c,game,"Queues gFile_SecondaryTransferDescriptor for an absolute start/end range: clears FILE_TRANSFER_STATE_SECONDARY_PENDING, optionally drains an active primary transfer, stores the range and two mode bytes, then restores the pending state and returns the descriptor."
0x80013C28,0x478,func_80013C28,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_80013C28.c with target src/candidates_target/func_80013C28.S; profile gcc_2_8_1_g8_split, 283/286 instructions, opcode multiset distance 3. DsStartReadySystem sector callback over transfer modes 1-3. Residual: GCC coalesces one mode-1 descriptor copy and two callback reloads; see the source comment and config/slus_01411/candidates.json."
0x800140A0,0x94,func_800140A0,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split. It now begins the contiguous asynchronous file-transfer runtime.
0x80014134,0x74,func_80014134,matching_c,game,6 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x800141A8,0x78,func_800141A8,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x80014220,0x74,func_80014220,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_80014220.c with target src/candidates_target/func_80014220.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by 1 inline asm statement, so it does not stand as a decompilation. Previously: 5 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split."
0x80014294,0x74,func_80014294,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x80014308,0x88,func_80014308,matching_c,game,3 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x80014390,0x4C,func_80014390,matching_c,game,4 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x800143DC,0xDC,File_ActivateTransfer,matching_c,game,"Post-terminal pure-C match; D_8009B112 is a 16-bit flag, matching target lhu/sh accesses."
0x800144B8,0xA4,func_800144B8,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8. Its g8 and g8_split objects are byte-identical; it bridges activation into the following transfer step.
0x8001455C,0x500,func_8001455C,matching_c,game,"CD transfer step: services the streaming retry state machine through jtbl_80010044 when the stream flag is set, otherwise advances the primary descriptor's read, SPU transfer and completion callback."
0x80014A5C,0xD4,func_80014A5C,matching_c,game,Exact post-terminal file-service guard match from selective volatile state typing; no pins or assembly.
0x80014B30,0x110,func_80014B30,matching_c,game,Reference structure only; declarations and types independently recovered locally; exact linked bytes and relocations.
0x80014C40,0x1DC,func_80014C40,matching_c,game,"Exact linked bytes on gcc_2_8_1_g8_split from the ygofm reference (batch port, probe-verified). It closes the runtime by staging requests into the shared secondary slot."
0x80014E1C,0xD0,File_RequestAsyncTransfer,matching_c,game,Exact post-terminal pure-C match from real function-pointer typing for D_8009B10C plus volatile effect-state access; no pins or assembly.
0x80014EEC,0xB8,File_TryRequestAsyncTransfer,matching_c,game,Reference structure only; declarations and types independently recovered locally; exact linked bytes and relocations. Returns null while the primary transfer descriptor is busy.
0x80014FA4,0x6C,func_80014FA4,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015010,0x28,func_80015010,matching_c,game,1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015038,0x40,func_80015038,matching_c,game,1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015078,0xC4,File_RequestSecondaryAsyncTransfer,matching_c,game,Exact post-terminal pure-C match from volatile D_8009B0F4 declaration evidence; initializes the secondary D_800E9E18 descriptor and marks its active bit.
0x8001513C,0x74,func_8001513C,matching_c,game,1 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x800151B0,0x28,func_800151B0,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x800151D8,0x138,Fade_StepBands,matching_c,game,"Exact pure-C match: the existing .data declaration arm gives D_8009B0D8 its retail absolute addressing, while volatile-qualified reads preserve the two load positions under gcc_2_8_1_g8_split."
0x80015310,0x1D4,Fade_Update,matching_c,game,"Exact pure-C match: D_8009B0D8 uses the existing .data declaration arm and a volatile-qualified read, reproducing the mixed-threshold instruction without a mixed compiler/assembler profile."
0x800154E4,0x1D4,Fade_DrawOverlay,matching_c,game,Unchiga pure-C structure independently reproduced; exact linked bytes and relocations with gcc_2_8_1_g8_split.
0x800156B8,0x24,func_800156B8,matching_c,game,Reference structure only; declarations and types independently recovered locally; exact linked bytes and relocations.
0x800156DC,0x50,func_800156DC,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x8001572C,0x54,func_8001572C,matching_c,game,4 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x80015780,0x5C,Fade_InitIn,matching_c,game,Initializes a uniform fade toward fully visible level 0xFF with active flag 0x80 and step 0x0C; exact linked bytes and relocations.
0x800157DC,0x40,Fade_StartIn,matching_c,game,Starts the standard banded fade-in by selecting step 8 and flag 1 after Fade_InitIn; exact linked bytes and relocations.
0x8001581C,0x54,Fade_InitInColor,matching_c,game,"Stores a packed RGB tint, initializes fade-in state, and selects color flags 0x30; exact linked bytes and relocations."
0x80015870,0x48,func_80015870,matching_c,game,4 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x800158B8,0x4C,Fade_InitOut,matching_c,game,1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015904,0x40,Fade_StartOut,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015944,0x54,Fade_InitOutColor,matching_c,game,"Stores a packed RGB tint, initializes fade-out state, and selects color flags 0x30; exact linked bytes and relocations."
0x80015998,0x40,Fade_Wait,matching_c,game,Blocks while gFade_State flag 0x80 remains active by pumping complete game frames; exact linked bytes and relocations.
0x800159D8,0x28,Fade_WaitInitIn,matching_c,game,"Runs Fade_InitIn and blocks in Fade_Wait: the default-step fade-in, without the band mode Fade_StartIn requests. 1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8."
0x80015A00,0x28,Fade_WaitIn,matching_c,game,"Runs Fade_StartIn and blocks in Fade_Wait; the fade-in counterpart of Fade_WaitOut, and the most called of the family. 1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8."
0x80015A28,0x28,Fade_WaitInitInColor,matching_c,game,"Runs Fade_InitInColor with the caller colour and blocks in Fade_Wait. 1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8."
0x80015A50,0x44,func_80015A50,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015A94,0x44,func_80015A94,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015AD8,0x28,Fade_WaitInitOut,matching_c,game,"Runs Fade_InitOut and blocks in Fade_Wait: the default-step fade-out, without band mode. 1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8."
0x80015B00,0x28,Fade_WaitOut,matching_c,game,1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015B28,0x28,Fade_WaitInitOutColor,matching_c,game,"Runs Fade_InitOutColor with the caller colour and blocks in Fade_Wait. 1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8."
0x80015B50,0x44,func_80015B50,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015B94,0x44,func_80015B94,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015BD8,0x18,Fade_SetTargetLevel,matching_c,game,"Sets the fade target level and replaces the flag byte with the caller flags plus the active bit; does not wait. 19 pre-policy variants: shared state pointer reproduced one absolute base load and the ordered value and flagged-byte stores."
0x80015BF0,0x1C,Fade_SetLevel,matching_c,game,"Snaps level and target_level to the same value with only the active bit set, so the next update completes at once. 17 pre-policy variants: shared state pointer and ordered assignments reproduced the exact three-byte store sequence."
0x80015C0C,0x3C,func_80015C0C,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015C48,0x3C,func_80015C48,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015C84,0x3C,func_80015C84,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015CC0,0x3C,func_80015CC0,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80015CFC,0x10,func_80015CFC,matching_c,game,4 pre-policy variants: direct small-data byte assignment to one reproduced the exact four-instruction sequence.
0x80015D0C,0xC,func_80015D0C,matching_c,game,4 pre-policy variants: direct small-data byte assignment to zero reproduced the exact three-instruction sequence.
0x80015D18,0xA0,func_80015D18,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_80015D18.c with target src/candidates_target/func_80015D18.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by 1 inline asm statement, so it does not stand as a decompilation. Previously: 4 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split."
0x80015DB8,0x44,func_80015DB8,matching_c,game,3 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x80015DFC,0xF8,func_80015DFC,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_80015DFC.c with target src/candidates_target/func_80015DFC.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by 1 inline asm statement, so it does not stand as a decompilation. Previously: Post-terminal resolution; merged into display_projection.c with its contiguous neighbours; D_800E9D98 declared as an array to keep it out of small data while D_8009B1D5 stays %gp_rel; exact linked bytes and relocations with gcc_2_8_1_g8_split."
0x80015EF4,0x608,func_80015EF4,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_80015EF4.c with target src/candidates_target/func_80015EF4.S; profile gcc_2_8_1_g0, 386/386 instructions, opcode distance 20, 341 differing words, with no hard register pin. The 3D card renderer builds scratchpad rotation/light state, projects and shades four card corners, then submits the lit primitive and projected sprite. Key levers are post-guard scratchpad initialization, typed base pointers, recomputed Y rotation, Blk8 copies, and four byte-identical inline rtps words with the sprite as a compiler operand. Residual: six nop differences with three loads/four stores and one inverted literal-zero branch around scaling. See the source comment and config/slus_01411/candidates.json."
0x800164FC,0x27C,func_800164FC,matching_c,game,Exact pure-C match: the sorted-entry state uses a header-owned .data view so all five retail globals remain absolute under gcc_2_8_1_g8_split.
0x80016778,0xC,func_80016778,matching_c,game,4 pre-policy variants: unsigned top-bit extraction stored to byte offset 0x69 reproduced the exact three-instruction sequence.
0x80016784,0x580,func_80016784,matching_c,game,"Exact linked bytes with gcc_2_8_1_g8_split from the ygofm reference; no gp-relative access, so the assembler -G0 of the gcc_2_8_1_cc_g8_as_g0_split it was first recorded at has nothing to decide (#3859)."
0x80016D04,0x28,func_80016D04,matching_c,game,1 recorded attempt; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80016D2C,0xB0,func_80016D2C,matching_c,game,3 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g0_split.
0x80016DDC,0x94,Duel_UpdateLifePointDisplay,matching_c,game,Moves one side's displayed life points toward the authoritative value with magnitude-dependent steps. Step-before-magnitude declarations and explicit signed absolute value reproduce the exact function.
0x80016E70,0x19C,Duel_DrawLifePointsAndDeckCounts,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_80016E70.c with target src/candidates_target/func_80016E70.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by pinning 1 variable to hard registers, so it does not stand as a decompilation. Previously: Updates both displayed life-point values then draws four LP digits and two remaining-deck digits for each side. Exact post-terminal collaborator match; allocation-only v1 pin preserves scratch-packet initialization scheduling."
0x8001700C,0x28,func_8001700C,matching_c,game,4 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80017034,0x94,func_80017034,matching_c,game,"Pure-C post-terminal resolution: explicit validity if/else branches shorten its live range and recover exact allocation without three pins. Uses canonical DuelCardPickCursor without a cast, existing input aggregate declaration, and the unsigned mask comparison; exact 148-byte text and relocations with gcc_2_8_1_g8_split (issue #5)."
0x800170C8,0x68,Duel_CalcCardStats,matching_c,game,1 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80017130,0x78,func_80017130,matching_c,game,3 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x800171A8,0x3B4,Duel_LoadPackageStage,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_800171A8.c with target src/candidates_target/func_800171A8.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by pinning 2 variables to hard registers, so it does not stand as a decompilation. Previously: Exact post-terminal match for the 13-stage duel terrain package callback; a block-local $v1 image pointer prevents the wrong cross-jump, with the jump table owned at file offset 0x8C0."
0x8001755C,0x44,func_8001755C,matching_c,game,2 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x800175A0,0x130,func_800175A0,matching_c,game,"Exact linked bytes on gcc_2_8_1_g8_split from the ygofm reference (batch port, probe-verified)."
0x800176D0,0x38,Duel_ClearHandSlots,matching_c,game,3 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x80017708,0x84,func_80017708,matching_c,game,Reference structure only; declarations and types independently recovered locally; exact linked bytes and relocations.
0x8001778C,0x38,func_8001778C,matching_c,game,3 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8_split.
0x800177C4,0xF8,func_800177C4,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_800177C4.c with target src/candidates_target/func_800177C4.S; profile gcc_2_8_1_g8_split_no_strength_reduce. Reclassified from matching_c (#3859): the source was byte-exact only by pinning 1 variable to hard registers and 1 inline asm statement, so it does not stand as a decompilation. Previously: Post-terminal resolution; per-iteration form of func_80015DFC's projection; D_800F2856 declared as an array to keep it out of small data, scratchpad pointer pinned to $t0; exact linked bytes and relocations with gcc_2_8_1_g8_split_no_strength_reduce."
0x800178BC,0xD0,func_800178BC,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_800178BC.c with target src/candidates_target/func_800178BC.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by 1 inline asm statement, so it does not stand as a decompilation. Previously: Post-terminal resolution; GTE block from display_projection.c, and the y read taken through an s32 to keep lh rather than lhu; exact linked bytes and relocations with gcc_2_8_1_g8_split."
0x8001798C,0x68,func_8001798C,matching_c,game,1 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x800179F4,0x3C0,func_800179F4,unmatched_asm,game,"Build-integrated candidate in src/candidates/func_800179F4.c with target src/candidates_target/func_800179F4.S; profile gcc_2_8_1_g8_split. Reclassified from matching_c (#3859): the source was byte-exact only by pinning 2 variables to hard registers, so it does not stand as a decompilation. Previously: Matching C. The duel entry point, after func_8001798C. Load-bearing: the opponent-id sign bit in its own local above the object create, a local base for the D_800EA0E8 pane stores, gDuel_bTerrain as a section(.data) scalar for the assembler macro form, a function-scope address holder for the byte below gDuel_bOpponentID so combine cannot fold the -1 into the %lo, goto-based early exits for the shared shuffle argument, and pins putting the previous banner pointer in $v1 and the deck-pool base in $a0."
0x80017DB4,0x88,func_80017DB4,matching_c,game,Unchiga pure-C structure independently reproduced; exact linked bytes and relocations with gcc_2_8_1_g8_split.
0x80017E3C,0xC8,func_80017E3C,matching_c,game,Unchiga pure-C structure independently reproduced; exact linked bytes and relocations with gcc_2_8_1_g8_split.
0x80017F04,0x100,func_80017F04,matching_c,game,"Exact linked bytes on gcc_2_8_1_g8_split from the ygofm reference; adds the gDuel_adwCardStats linker alias (0x801D4244, the symbols.txt name); the named index-minus-one and the store interleaving are load-bearing."
0x80018004,0x7C,func_80018004,matching_c,game,1 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x80018080,0xD0,Duel_ApplyCardObjectFlags,matching_c,game,Pure-C profile recovery; exact linked bytes and relocations with gcc_2_8_1_g8_split.
0x80018150,0x9C,func_80018150,matching_c,game,1 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x800181EC,0x70,func_800181EC,matching_c,game,1 recorded attempts; exact full-executable SHA-256 match with gcc_2_8_1_g8.
0x8001825C,0x3AC,func_8001825C,matching_c,game,"Matched from the existing stored C candidate using gcc_2_8_1_g8_split. Prior candidate findings, including induction-pointer/store-order, local-identity, small-data, split/non-split and negative-probe evidence, are preserved in notes/research/matching-evidence.md under func_8001825C. Baseline reproduces 234/235 instructions and opcode distance 1, but 100 fully resolved positional differences, not the historical 27. Three material probes: absolute .data scalar declarations for D_8009B0F4, D_8009B134 and D_8009B36A restore both guard/BGM clusters without pins (235/235, distance 0, 15 differences); the observed replay offset in a1 leaves 13; the immutable table base in v1, with the final indexed address allocator-managed, yields all 235 words exact. Only those two replay inputs were pinned, and #3859 re-measured both pins as inert: the source matches without them, so they were removed. All access addresses, widths and qualifiers are preserved; extern attributes define no storage and the object has no nonempty data sections. No profile changes, statement asm, retail changes or manifest exclusions. Recorded/promoted with the existing post-terminal tools; canonical MAKEFLAGS=-j2 make clean followed by MAKEFLAGS=-j2 make match passed with every existing C entry enabled, executable SHA-256 84a54ed74f3d0edd6d81380839f7e4ef5bfb21ecea18be9a062bd6bfa5a45c88. Complete sources, compiler output, relocations, resolved diffs and JSON measurements: tmp/copilot-fixer/attempts/func-8001825c-cycle1/."
